Symbol	Description
EZEW.SI	Sti 3100mbecw210630
F03.SI	Food Empire Holdings Limited
F10.SI	F J Benjamin Holdings Ltd
F13.SI	Fu Yu Corporation Ltd
F17.SI	Guocoland Limited
F1E.SI	Low Keng Huat (singapore) Ltd
F31.SI	Fragrance Group Limited
F34.SI	Wilmar International Limited
F3V.SI	Sino Construction Limited
F83.SI	Cosco Corporation (s) Ltd
F86.SI	Cougar Logistics Corpn Ltd
F99.SI	Fraser And Neave Limited
F9D.SI	Boustead Singapore Limited
FBMW.SI	Hsi22000mbepw201127
FCHW.SI	Hsi 27400mbecw210225
FFJW.SI	Mdr Limited W210617
FIAW.SI	China Real Estate W230726
FIQW.SI	Nky 27000mbecw210312
FMPW.SI	Hsi 25400mbepw210429
FQ7.SI	Jasper Investments Limited
FQ8.SI	China Sports Intl Limited
FRQ.SI	Sing Paincare
FSXW.SI	Uob Mb Ecw210407
FWDW.SI	Xiaomi Mbecw210405
G07.SI	Great Eastern Hldgs Ltd
G0I.SI	Nam Lee Pressed Metal Inds Ltd
G11.SI	Global Tech (hldgs) Limited
G13.SI	Genting Singapore Plc
G1N.SI	Lyxor Etf Msci India 10
G20.SI	Gp Industries Limited
G3B.SI	Dbs Singapore Sti Etf
G41.SI	G. K. Goh Holdings Limited
G50.SI	Grand Banks Yachts Limited
G92.SI	China Aviation Oil(s) Corp Ltd
GDEW.SI	Dlc Socgen7xlongmsg 220225
GJAW.SI	Singtelmbecw210304
GJDW.SI	Hsi 27600mbecw210429
GNAW.SI	Ocbc Bk Mb Ecw201229
GNLW.SI	Thomson Med Grp Ltdw220424
GRQ.SI	Don Agro
GTJW.SI	S&p 4200mbecw210618
GU5.SI	China Kunda Tech Holdings Ltd
GUAW.SI	Netease130 Mbepw210202
GWDW.SI	Uob Mb Ecw201228
GWWW.SI	Ocbc Bk Mb Ecw210514
H02.SI	Haw Par Corp Ltd
H07.SI	Stamford Land Corporation Ltd
H12.SI	Hotel Royal Ltd
H13.SI	Ho Bee Investment Limited
H15.SI	Hotel Properties Ltd
H17.SI	Hi-p International Limited
H18.SI	Hotel Grand Central Ltd
H19.SI	Hwa Hong Corporation Limited
H1N.SI	Lyxor Etf Msci Emerging Mkt 10
H20.SI	Hoe Leong Corporation Ltd.
H22.SI	Hong Leong Asia Ltd.
H30.SI	Hong Fok Corporation Ltd
H78.SI	Hongkong Land Holdings Limited
HAGW.SI	Ocbc Bk Mb Epw201231
HD9.SI	Dbxt Ftse Vietnam Etf 10
HKB.SI	Amtd Ib Ov
HLRW.SI	Hsi 23600mbepw201127
HMN.SI	Ascott Trust
HRZW.SI	Dbs Mb Ecw210503
HSS.SI	Lion-ocbc Sec Hstech Us$
HST.SI	Lion-ocbc Sec Hstech S$
HUFW.SI	Capitalambecw210304
i06.SI	Intraco Limited
i07.SI	Isdn Holdings Limited
i11.SI	Ipco Int'l Limited
i15.SI	Isetan (singapore) Ltd
i26.SI	Inno-pacific Holdings Ltd
i49.SI	Ifs Capital Limited
I98.SI	Is Msci India 100
IEIW.SI	Ocbc Bk Mb Epw210217
INXW.SI	Uob Mb Epw201228
INYW.SI	Dbs Mb Ecw201228
IQZW.SI	S&p 2700mbepw210319
IRNW.SI	Hsi 24600mbepw210128
IW5.SI	Seroja Investments Limited
IWKW.SI	Envictus Intl Holdings W221128
IX2.SI	Pec Ltd.
J03.SI	Jadason Enterprises Ltd
J17.SI	Jackspeed Corporation Limited
J2T.SI	Hock Lian Seng Holdings Ltd
J36.SI	Jardine Matheson Hldgs Ltd
J37.SI	Jardine Strategic Hldgs Ltd
J69U.SI	Frasers Centrepoint Trust
J85.SI	Cdl Hospitality Trusts
J91U.SI	Cambridge Industrial Trust
JAOW.SI	Meituan Mb Ecw210405
JK8.SI	United Sse 50 China Etf
JLB.SI	Grand Venture Technology Ltd
JSYW.SI	Ocbc Bk Mb Ecw210303
JUPW.SI	Sti 2750mbepw210930
JXBW.SI	Hsi 26000mbepw210225
JYEU.SI	Lendlease Reit
JYIW.SI	Dlc Socgen7xlonghsi 210723
K03.SI	Khong Guan Flour Milling Ltd
K1Q.SI	Ttj Holdings Limited
K29.SI	Karin Technology Hldgs Limited
K2LU.SI	Cache Logistics Trust
K3CD.SI	China Eastern Air Adr 10
K3DD.SI	Sinopec Petrochemical Adr 10
K3ED.SI	China Telecom Adr 10
K3FD.SI	Huaneng Power Intl Adr 10
K3HD.SI	Aluminum Corp Of China Adr 10
K3ID.SI	China Unicom Hk Ltd Adr 10
K3MD.SI	Netease.com Adr 10
K3OD.SI	Petrochina Adr 10
K3PD.SI	Chinamobile Adr 10
K3RD.SI	Ctrip.com International Adr 10
K3SD.SI	Baidu.com Adr 10
K3TD.SI	China Southern Air Adr 10
K6S.SI	Prudential Plc
K71U.SI	K-reit Asia
K75.SI	Koh Brothers Group Limited
KDVW.SI	Dlc Socgen7xlonghsi 220225
KEDW.SI	Dbs Mb Epw211001
KHDW.SI	Koh Brothers Eco Engg W230925
KI3.SI	Hu An Cable Holdings Ltd.
KJ5.SI	Bbr Holdings (s) Ltd
KJ7.SI	Dbxt Msci Indonesia Etf 10
KSCW.SI	Wilmar Mb Ecw210331
KTRW.SI	Ifast Mb Ecw210601
KUH.SI	Tsh Corporation Ltd
KUO.SI	International Cement Groupltd.
KUX.SI	Dlf Holdings Limited
KV4.SI	Dbxt Iboxx Singapore Etf 5
KWBW.SI	Hsi 25800mbepw210330
KZBW.SI	Hsi 23000mbepw210128
L02.SI	Manhattan Resources Limited
L03.SI	Lian Beng Group Ltd
L09.SI	Lung Kee (bermuda) Hldgs Ltd
L19.SI	Lum Chang Holdings Limited
L23.SI	Enviro-hub Holdings Ltd
L38.SI	L.c.development Ltd
L5I.SI	Abterra Ltd
LCKW.SI	Ocbc Bk Mb Ecw201230
LG9.SI	Dbxt Msci China Trn Etf 10
LIW.SI	Eagle Hospitality Trust
LJ3.SI	Overseas Union Enterprise Ltd
LLTW.SI	Uob Mb Ecw210201
LQFW.SI	Ocbc Bk Mb Ecw210510
LQXW.SI	Citydev Mb Ecw210507
LS9.SI	Leader Environmental Tech Ltd
LSCW.SI	Informatics W240821^
LSHS.SI	N519100a 240201
LUY.SI	Raffles Infrastructurehldgsltd
LWYW.SI	Jd Mb Epw210202
M01.SI	Metro Holdings Limited
M03.SI	Miyoshi Precision Limited
M04.SI	Mandarin Oriental Intl Ltd
M05.SI	Mtq Corporation Limited
M11.SI	Mfg Integration Technology Ltd
M14.SI	Innotek Limited
M15.SI	Matex International Limited
M1GU.SI	Sabana Shari'ah Compliant Reit
M1Z.SI	Tee International Limited
M30.SI	Meghmani Organics Limited
M44U.SI	Mapletree Logistics Trust
M62.SI	Cimb Ftse Asean40 100
MADW.SI	Uob Mb Ecw201229
MBH.SI	Nikkoam Sgd Ig Corp Bond Etf
ME8U.SI	Mapletree Industrial Trust
MF6.SI	Mun Siong Engineering Limited
MHJW.SI	Capitalambecw211018
MHVW.SI	Hsi25200mbecw201127
MHXW.SI	Hsi25600mbecw201230
MIJ.SI	Alliance Healthcare Group Ltd
MMS.SI	Phillip Mm S$
MMT.SI	Phillip Mm Us$d
MR7.SI	Nordic Group Limited
MRUW.SI	Hsi 25400mbepw210128
MT1.SI	Dragon Group Intl Limited
MU7.SI	Dbs S$800m 4.7% Ncps
MV4.SI	Mewah International Inc.
MXNU.SI	Elitecomreit Gbp
MXTW.SI	Meituan Mb Epw210705
MZH.SI	Nanofilm
N01.SI	Neratelecommunications Ltd
N02.SI	Nsl Ltd.
N08.SI	New Toyo Int Hldgs Ltd
N0Z.SI	Combine Will Intl Hldgs Ltd
N14.SI	M Development Ltd.
N2H.SI	Hyflux 6% Cum Pref Class A 10
N2IU.SI	Mapletree Commercial Trust
N32.SI	Nippecraft Limited
N33.SI	Nomura Holdings Inc
N4E.SI	Nam Cheong Limited
N5YD.SI	Mufj Financial Adr 10
N6DD.SI	Mizuho Financial Adr 10
N6FD.SI	Toyota Motor Adr 10
N6M.SI	Ishares Usd Asia Bond Etf
NC2.SI	Sri Trang Agro-industry Pcl
NDHW.SI	Wilmar Mb Ecw210222
NEX.SI	Reclaims Global Limited
NGOW.SI	Hsi22800mbepw201127
NHD.SI	Jubilee
NJBW.SI	Ocbc Bk Mb Epw201228
NLGW.SI	Wilmar Mb Ecw211018
NMBW.SI	Kepcorpmbecw210304
NO4.SI	Dyna-mac Holdings Ltd.
NPW.SI	Malaysia Smelting Corp Bhd
NR7.SI	Raffles Education Corp Ltd
NS8U.SI	Hutchison Port Holdings Trust
NYBW.SI	Byd Mb Epw210302
O08.SI	Ossia International Ltd
O10.SI	Orchard Parade Holdings Ltd
O32.SI	Olam International Limited
O39.SI	Oversea-chinese Banking Corp
O5RU.SI	Aims Amp Cap Industrial Reit
O6Z.SI	Lonza Group Ltd
O87.SI	Spdr Gold Shares
O9A.SI	Dbxt Msci Singapore Im Etf 10
O9E.SI	Parkson Retail Asia Limited
O9P.SI	Ishares Usd Asia Hy Bond Etf
OAJ.SI	Fortress Minerals Limited
OCCW.SI	Geely Mb Epw210705
ODBU.SI	Utdhampshreitusd
ODYW.SI	S&p 3500mbecw201218
OKBW.SI	S&p 3400mbepw210618
OL9S.SI	Nz10100f 300901
OM0S.SI	Nx11100x 210601
OMCW.SI	Hsi 28000mbecw210330
OMK.SI	Vividthree Holdings Ltd.
OPSW.SI	Jd Mb Ecw210705
ORGW.SI	Uol Mb Ecw210701
OSTW.SI	Sti 2400mbepw210630
OTX.SI	Medinex Limited
OU8.SI	Centurion Corporation Limited
OV8.SI	Sheng Siong Group Ltd
OVQ.SI	Phillip Sing Income Etf
OXMU.SI	Prime Us Reitusd
OYY.SI	Propnex Limited
P11.SI	Pacific Andes Resources Devltd
P15.SI	Pacific Century Regional Devts
P34.SI	Petra Foods Limited
P36.SI	Pan Hong Property Group Ltd
P40U.SI	Starhill Global Reit
P52.SI	Pan-united Corporation Ltd
P58.SI	Lyxor China H 10
P5P.SI	Cimb S&p Asia Pacific Dividend
P60.SI	Lyxor Asia 10
P74.SI	China Kangda Food Company Ltd
P7VU.SI	Hutchison Port Hldgs Trust S$
P8A.SI	Cordlife Group Limited
P8Z.SI	Bumitama Agri Ltd.
P9D.SI	Civmec Limited
PA3.SI	Ta Corporation Ltd
PBSW.SI	Vibropower W250116^
PDGW.SI	Sunny Mb Epw210405
PH0.SI	Hatten Land
PH1S.SI	Na12100n 420202
PHYW.SI	Alibaba Mb Epw210202
PJLW.SI	Nky 24000mbecw210312
PLJW.SI	Hsi26400mbecw201230
PQTW.SI	Tencentmbepw210202
PU6D.SI	Hsbc Adr 10
PWBW.SI	Uob Mb Ecw210506
Q01.SI	Qaf Ltd
Q0F.SI	Ihh Healthcare Berhad
Q0X.SI	Ultro Technologies Limited
Q31W.SI	Tencentmbecw210302
Q5T.SI	Far East Hospitality Trust
QC7.SI	Q & M Dental Group (s) Limited
QCAW.SI	Alibaba Mb Ecw210105
QES.SI	Chinasunsine
QHEW.SI	Hsi 28800mbecw210330
QK9.SI	Is Msci India 100 S$
QL2.SI	Ishares Usd Asia Bond Etf S$
QL3.SI	Ishares Usd Asia Hy Bond Etfs$
QLHW.SI	Hsi 27000mbecw210128
QNHW.SI	First Sponsor W240530
QNS.SI	Southernalliance
QOMW.SI	Dbs Mb Epw201230
QR9.SI	Cimb S&p Asia Pac Dividend S$
QS0.SI	Cimb Ft Asean 40 100 S$
QS9.SI	Radiance Group Limited
QSD.SI	Resources Gbl
QYLW.SI	Dbs Mb Epw210705
QZG.SI	Accrelist Ltd
R14.SI	Ramba Energy Limited
R1MS.SI	Nx13100h 230701
R1NS.SI	Nz13100v 330901
R80W.SI	Hsi 27200mbecw201230
RAYW.SI	First Sponsor W290321
RC5.SI	Triyards Holdings Limited
RCFW.SI	Dbs Mb Ecw210202
RCU.SI	Revez
RDR.SI	Incredible
RE4.SI	Geo Energy Resources Limited
REWW.SI	Dbs Mb Ecw210201
RF1U.SI	Religare Health Trust
RF7.SI	Gaylin Holdings Limited
RHMW.SI	Uob Mb Ecw201230
RIAW.SI	Dbs Mb Ecw201229
RMRB.SI	Astrea Iv S$242m4.35%b280614
RQ1.SI	Overseas Education Limited
RQUW.SI	Geely Mb Ecw210405
RS1.SI	China Environmental Res Gp Ltd
RUFW.SI	S&p 3800mbecw201218
RUHW.SI	Geely Mb Ecw210705
RUQW.SI	Byd Mb Epw210405
RW0U.SI	Mapletree Greater Chinacomm Tr
RWXW.SI	Dbs Mb Epw211008
RXPW.SI	Sgx Mb Epw210315
S07.SI	Shangri-la Asia Limited
S08.SI	Singapore Post Limited
S19.SI	Singapore Shipping Corp Ltd
S20.SI	Straits Trading Co. Ltd
S23.SI	Singapura Finance Ltd
S27.SI	Spdr S&p 500 Etf Trust
S29.SI	Stamford Tyres Corporationltd
S2D.SI	Tosei Corporation
S35.SI	Sing Investments & Finance Ltd
S3N.SI	Okh Global Ltd.
S41.SI	Hong Leong Finance Limited
S44.SI	Engro Corporation Limited
S45U.SI	Singapore Index Fund
S49.SI	Singapore Reinsurance Cor Ltd
S51.SI	Sembcorp Marine Ltd
S56.SI	Samudera Shipping Line Ltd
S58.SI	Sats Ltd.
S59.SI	Sia Engineering Co Ltd
S61.SI	Sbs Transit Ltd
S63.SI	Singapore Tech Engineering Ltd
S68.SI	Singapore Exchange Limited
S69.SI	Serial System Ltd
S71.SI	Sunright Ltd
S7OU.SI	Asian Pay Television Trust
S7P.SI	Soilbuild Construction Grp Ltd
S85.SI	Straco Corporation Limited
S91.SI	Chinavision Media Grp Limited
S9B.SI	Tee Land Limited
SDYW.SI	Hsi 27800mbecw210128
SGAW.SI	Hsi 28400mbecw210429
SJOW.SI	Kepcorp Mbecw210222
SJY.SI	Megroup Ltd.
SK3.SI	Krisenergy Ltd.
SK6U.SI	Sph Reit
SLQW.SI	S&p 3100mbepw201218
SMOW.SI	Uob Mb Ecw210405
SO7.SI	Yangzijiang Shipbldg Hldgs Rmb
SQ1B.SI	Sia S$750m 3.03% B 240328
SSTW.SI	Hsi 24800mbecw201230
STP.SI	Silkroad Nickel Ltd.
SV3U.SI	Soilbuild Business Space Reit
SYM.SI	Memiontec
T09.SI	Tt International Limited
T12.SI	Tat Seng Packaging Group Ltd
T13.SI	Rh Petrogas Limited
T14.SI	Tianjin Zhong Xin Pharm Group
T15.SI	Tan Chong Int'l Ltd
T19.SI	Transview Holdings Limited
T24.SI	Tuan Sing Holdings Limited
T39.SI	Singapore Press Hldgs Ltd
T41.SI	Telechoice International Ltd
T43.SI	Techcomp (holdings) Limited
T4B.SI	Sino Grandness Food Ind Gp Ltd
T55.SI	Transpac Industrial Hldgs Ltd
T6I.SI	Valuemax Group Limited
T82U.SI	Suntec Real Estate Inv Trust
T8FS.SI	Ny14100e 290701
T8V.SI	Pacific Radiance Ltd.
TCU.SI	Creditbureauasia
TEKB.SI	Temasek S$500m 2.7% B 231025
TID.SI	Xt Mschina S$
TMHW.SI	Byd Mb Ecw210705
TMXW.SI	Hsi 21200mbepw201127
TQ5.SI	Frasers Centrepoint Limited
TRGW.SI	Maplecomtr Mb Ecw211018
TS0U.SI	Oue Commercial Reit
TUVW.SI	Hsi 25800mbepw201230
TY6Z.SI	Capitamalltrs$350m3.08%b210220
U06.SI	United Industrial Corp Ltd
U09.SI	Upp Holdings Limited
U10.SI	Uob-kay Hian Holdings Limited
U11.SI	United Overseas Bank Ltd
U13.SI	United Overseas Insurance Ltd
U14.SI	Uol Group Limited
U77.SI	Sarin Technologies Ltd
U96.SI	Sembcorp Industries Ltd
U9E.SI	Hankore Environment Tec Grpltd
UAFW.SI	Nky 22000mbepw210312
UCEW.SI	Hsi 26600mbecw210225
UD1U.SI	Ireit Global
UD2.SI	Japfa Ltd.
UDWW.SI	Xiaomi Mbepw210405
UFVW.SI	Hsi 26200mbecw210128
UHXW.SI	Hsi24400mbecw201127
UKKW.SI	Xiaomi Mbepw210705
UPGW.SI	Netease180 Mbecw210202
UQ4.SI	Emas Offshore Limited
URR.SI	Sim Leisure Group Ltd.
UV1.SI	Hisaka Holdings Ltd.
UZJW.SI	Tencentmbecw210202
V03.SI	Venture Corporation Limited
V2Y.SI	Synagie Corporation Ltd.
V3M.SI	Metech International Ltd
V8DW.SI	Uob Mb Ecw210503
VAIW.SI	Annaik W241009
VDMW.SI	Netease150 Mbecw210202
VFP.SI	China Medical (intl) Gp Ltd
VHUW.SI	Byd Mb Ecw210405
VK2W.SI	Sti 2400mbepw201231
VL6.SI	Koufu Group Limited
VOIW.SI	Hsi 25000mbepw210225
VQEW.SI	S&p 3950mbecw210319
VSBW.SI	Sti 3000mbecw210331
VTWW.SI	Nky 25000mbepw210312
VVZW.SI	Sti 2600mbepw210630
VWYW.SI	Alibaba Mb Ecw210202
W05.SI	Wing Tai Hldgs Ltd
W4AW.SI	Incredible W210311
W6JW.SI	Hsi 27200mbecw210330
WAVW.SI	Sunny Mb Ecw210705
WFEW.SI	Kepcorpmbecw211018
WG2W.SI	Asl M W240723
WG8W.SI	Nky 19000mbepw210312
WHGW.SI	Top Glove Mb Ecw210302
WJP.SI	Vicom Ltd
WL7W.SI	Tencentmbepw210302
WPC.SI	Vallianz Holdings Ltd
WPOB.SI	Sia Mcbz300608#
WQ6W.SI	Ascendasreit Mbecw210302
WRAW.SI	Dbs Mb Ecw210405
WU1W.SI	Capitalambecw210222
WVDW.SI	Tencentmbepw210705
WVEW.SI	Sti 2300mbepw210331
X06.SI	Sinopipe Holdings Limited
X0RW.SI	Uob Mb Epw210701
X7RW.SI	Alibabambepw210405
XATW.SI	Byd Mb Ecw210302
XCF.SI	Ktmg Limited
XDIW.SI	Hsi 25000mbepw201230
XH3W.SI	Xiaomi Mbecw210202
XINW.SI	Sti 2650mbecw210630
XJB.SI	Ghy Culture
XLJW.SI	Comfortdel Mbecw210301
XPUW.SI	Dbs Mb Epw210217
XSHW.SI	Hsi 22400mbepw201230
XV1W.SI	Ocbc Bk Mb Ecw210301
XVG.SI	$ Aedge Group
XZ4W.SI	Geely Mb Epw210405
XZL.SI	Ara Us Hospitality Trust
Y03.SI	Yeo Hiap Seng Ltd
Y06.SI	Youcan Foods International Ltd
Y35.SI	Sun East Group Limited
Y3D.SI	Mdr Limited
Y45.SI	Singapore Windsor Holdings Ltd
Y92.SI	Thai Beverage Public Co Ltd
YBMW.SI	Byd Mb Epw210705
YBNW.SI	Singtelmbecw210331
YC8W.SI	Meituan Mb Ecw210705
YEBR.SI	Matex Intl R
YHUW.SI	Ocbc Bk Mb Ecw201228
YLAW.SI	Meituan Mb Epw210405
YP7W.SI	Hsi 23200mbepw201230
YSUB.SI	Banyantree Cb7.5%220806#
YWRW.SI	Uob Mb Epw210705
YX7W.SI	Singtelmbecw210222
YY9W.SI	Dbs Mb Epw210701
YYB.SI	Arion Entertainment Spore Ltd
YYN.SI	Platocapital
YZHW.SI	Sti 2800mbepw210630
Z25.SI	Yanlord Land Group Limited
Z59.SI	Yoma Strategic Holdings Ltd
Z74.SI	Singtel
Z77.SI	Singtel 10
ZFSW.SI	2ndchance W230307
ZHD.SI	Nikkoam-icbcsg Cnb Us$
ZHS.SI	Nikkoam-icbcsg Cnb S$
ZHY.SI	Nikkoam-icbcsg Cnb Cny
ZL8S.SI	Na20100f 500301
ZRDW.SI	Ocbc Bk Mb Ecw210507
ZTOW.SI	Dbs Mb Epw201231
ZVBW.SI	Hsi 26000mbecw201127
