Symbol	Description
DISC.TO	BMO Glb Consumer Disc Hgd To CAD ETF
DIV.TO	Diversified Royalty Corp
DIV.DB.TO	Diversified Royalty Corp 5.25 Pct Debs
DIVS.TO	Evolve Active CDN Pref Share ETF
DLR.TO	Horizons US Dollar Currency ETF
DLR.U.TO	Horizons US Dollar Currency ETF USD
DML.TO	Denison Mines Corp
DN.TO	Delta 9 Cannabis Inc
DN.DB.TO	Delta 9 Cannabis Inc 8.5 Pct Debs
DN.WT.A.TO	Delta 9 Cannabis Inc WT A
DND.TO	Dye & Durham Ltd
DNG.TO	Dynacor Gold Mines Inc
DNT.TO	Candente Copper Corp
DOL.TO	Dollarama Inc
DOO.TO	Brp Inc
DPM.TO	Dundee Precious Metals Inc
DQD.TO	CI Wisdomtree Y.S. Qlty Divd Gwth Var Hgd ETF
DQI.TO	CI Wisdomtree Intl Qlty Div Gwth Var Hgd ETF
DR.TO	Medical Facilities Corp
DRCU.TO	Desjardins RI Active Canadian Bond-Low C
DRFC.TO	Desjardins RI Cda Multi Low Co2 ETF
DRFD.TO	Desjardins RI Dev Ex USA Ex Cda Co2 ETF
DRFE.TO	Desjardins Emerging Mkts Low Co2 ETF
DRFG.TO	Desjardins Gbl Fossil Fuel Res Free ETF
DRFU.TO	Desjardins RI USA Multi Low Co2 ETF
DRM.TO	Dream Unlimited Corp
DRMC.TO	Desjardins RI Canada-Low Co2 Index ETF
DRMD.TO	Desjardins RI Dev Exusa Exca Low Co2 ETF
DRMU.TO	Desjardins RI USA Low Co2 Index ETF
DRT.TO	Dirtt Environmental Solutions Ltd
DRX.TO	Adf Group Inc Sv
DS.TO	Dividend Select 15 Corp
DSG.TO	Descartes Sys
DXB.TO	Dynamic Ishares Act Tactical Bond ETF
DXC.TO	Dyn Ishares Active CDN Div ETF
DXF.TO	Dynamic Ishares Act Global Fin Ser ETF
DXG.TO	Dyn Ishares Active Global Div ETF
DXM.TO	CI First Asset Morningstar Cda Div Tgt 30 ETF
DXN.TO	Dynamic Active Global Infrastructure ETF
DXO.TO	Dyn Ishares Act Crossover Bond ETF
DXP.TO	Dyn Ishares Active Pref Shares ETF
DXT.TO	Dexterra Group Inc
DXU.TO	Dyn Ishares Active US Div ETF
DXV.TO	Dyn Ishares Act Inv Grd Flot Rt ETF
DXW.TO	Dynamic Active Intl Dividend ETF
DXZ.TO	Dynamic Ishares Acitve US Mid Cap ETF
DYA.TO	Dynacert Inc
DYA.WT.TO	Dynacert Inc
E.TO	Enterprise Group Inc
EARN.TO	Evolve Active Global Fixed Income ETF
ECN.TO	Ecn Capital Corp
ECN.DB.TO	Ecn Capital Corp 6.0 Pct Debs
ECN.PR.A.TO	Ecn Capital Corp Pref Ser A
ECN.PR.C.TO	Ecn Capital Corp Pref Ser C
ECO.TO	Ecosynthetix Inc
EDGE.TO	Evolve Innovation Index ETF
EDGF.TO	Brompton European Div Growth ETF
EDR.TO	Endeavour Silver Corp
EDT.TO	Spectral Medical Inc
EDV.TO	Endeavour Mining Corp
EFH.TO	Echelon Financial Holdings Inc
EFL.TO	Electrovaya Inc
EFN.TO	Element Fleet Management Corp
EFN.DB.B.TO	Element Fleet Management 4.25 Pct Debs
EFN.PR.A.TO	Element Fleet Mgmt Corp Pref Ser A
EFN.PR.C.TO	Element Fleet Mgmt Corp Pref Ser C
EFN.PR.E.TO	Element Fleet Mgmt Corp Pref Ser E
EFN.PR.I.TO	Element Fleet Mgmt Corp Pref Ser I
EFR.TO	Energy Fuels Inc
EFR.WT.TO	Energy Fuels Inc WT
EFX.TO	Enerflex Ltd
EGIF.TO	Exemplar Growth and Income Fund ETF
EGLX.TO	Enthusiast Gaming Holdings Inc
EHE.TO	CI Wisdomtree Europe Hedged Equity Index ETF
EHE.B.TO	CI Wisdomtree Europe Hedged Equity Index ETF
EIF.TO	Exchange Income Corp
EIF.DB.H.TO	Exchange Income Corp 5.25 Pct Debs
EIF.DB.I.TO	Exchange Income Corp 5.25 Pct Debs
EIF.DB.J.TO	Exchange Income Corp 5.35 Pct Debs
EIF.DB.K.TO	Exchange Income Corp 5.75 Pct Debs
EIT.PR.A.TO	Canoe Eit Income Fund Pref Ser 1
EIT.PR.B.TO	Canoe Eit Income Fund Pref Ser 2
EIT.UN.TO	Canoe Eit Income Fund Units
ELD.TO	Eldorado Gold
ELEF.TO	Silver Elephant Mining Corporation
ELF.TO	E-L Financial
ELF.PR.F.TO	E-L Financial Corp Ltd Pr Ser. 1
ELF.PR.G.TO	E- L Financial Corp Limited
ELF.PR.H.TO	E - L Financial Corp Ltd Pref Ser 3
ELR.TO	Eastern Platinum Limited
ELV.TO	Powershares S&P Emg Mkts Low Vol ETF
EMA.TO	Emera Incorporated
EMA.PR.A.TO	Emera Inc Series A Pref
EMA.PR.B.TO	Emera Inc Pref Sh Series B
EMA.PR.C.TO	Emera Inc Pref Sh Series C
EMA.PR.E.TO	Emera Inc Pref Ser E
EMA.PR.F.TO	Emera Inc Series F Pref
EMA.PR.H.TO	Emera Inc Pref Series H
EML.PR.A.TO	The Empire Life Insurance CO Pref A
EMP.A.TO	Empire Company Limited
EMV.B.TO	CI Wisdomtree Emerging Mkt Divd Index ETF
ENB.TO	Enbridge Inc
ENB.PF.A.TO	Enbridge Inc Pref Ser 9
ENB.PF.C.TO	Enbridge Inc Pref Ser 11
ENB.PF.E.TO	Enbridge Inc Pref Ser 13
ENB.PF.G.TO	Enbridge Inc Pref Ser 15
ENB.PF.I.TO	Enbridge Inc Pref Ser 17
ENB.PF.K.TO	Enbridge Inc Pref Series 19
ENB.PF.U.TO	Enbridge Inc Pref Ser L
ENB.PF.V.TO	Enbridge Inc Pref Ser 5 USD
ENB.PR.A.TO	Enbridge Pr
ENB.PR.B.TO	Enbridge Inc Cum Redeem Pref Ser B
ENB.PR.C.TO	Enbridge Inc Pref Ser C
ENB.PR.D.TO	Enbridge Inc Pref Ser D
ENB.PR.F.TO	Enbridge Inc Pref Ser F
ENB.PR.H.TO	Enbridge Inc Pref Ser H
ENB.PR.J.TO	Enbridge Inc Pref Ser 7
ENB.PR.N.TO	Enbridge Inc Pref Ser N
ENB.PR.P.TO	Enbridge Inc Pref Ser P
ENB.PR.T.TO	Enbridge Inc Pref Ser R
ENB.PR.U.TO	Enbridge Inc Pref Sh Series J
ENB.PR.V.TO	Enbridge Inc Pref Ser 1
ENB.PR.Y.TO	Enbridge Inc Cum Red Pref Ser 3
ENGH.TO	Enghouse Systems Limited
ENI.UN.TO	Energy Income Fund
ENS.TO	E Split Corp
ENS.PR.A.TO	E Split Corp Pref Shares
EOX.TO	Euromax Resources Ltd
EQB.TO	Equitable Group Inc
EQB.PR.C.TO	Equitable Group Inc Pref Ser 3
EQL.TO	Invesco S&P 500 Eql Weight Idx ETF
EQL.F.TO	Invesco S&P 500 Eql Weight Idx ETF Hgd
EQL.U.TO	Invesco S&P 500 Eql Weight Idx ETF USD
EQX.TO	Equinox Gold Corp
EQX.WT.TO	Equinox Gold Corp WT
ERD.TO	Erdene Resource Development Corp
ERE.UN.TO	European Residential Real Estate Invs. Trust
ERF.TO	Enerplus Corp
ERO.TO	Ero Copper Corp
ESG.TO	Invesco S&P 500 ESG Index ETF
ESG.F.TO	Invesco S&P 500 ESG Index ETF Hedged
ESGA.TO	BMO MSCI Canada ESG Leaders Index ETF
ESGB.TO	BMO ESG Corporate Bond Index ETF
ESGC.TO	Invesco SP TSX Composite ESG Index ETF
ESGE.TO	BMO MSCI EAFE ESG Leaders Index ETF
ESGF.TO	BMO ESG US Corp Bnd Hdgd To CAD Idx ETF
ESGG.TO	BMO MSCI Global ESG Leaders Index ETF
ESGY.TO	BMO MSCI USA ESG Leaders Index ETF
ESI.TO	Ensign Energy Services Inc
ESM.TO	Euro Sun Mining Inc
ESN.TO	Essential Energy Services Ltd
ET.TO	Evertz Technologies Limited
ETG.TO	Entree Resources Ltd
ETHI.TO	Horizons Global Sustain Leaders Idx ETF
ETP.TO	First Trust Global Risk Managed Inc ETF
ETP.A.TO	First Trust Glb Risk Managed Inc ETF AC
ETX.TO	Etrion Corp
EUR.TO	First Trust Alphadex Euro Div ETF
EVT.TO	Economic Investment
EXE.TO	Extendicare Inc
EXE.DB.C.TO	Extendicare Inc 5 Pct Debs
EXF.TO	Exfo Inc
EXN.TO	Excellon Resources Inc
EXN.WT.TO	Excellon Resources Inc WT
FAF.TO	Fire & Flower Holdings Corp.
FAH.U.TO	Fairfax Africa Holdings Corp
FAI.TO	CI First Asset Active Util&Infrastructure ETF
FAO.TO	CI First Asset Active Credit ETF
FAO.U.TO	CI Fa Active Credit ETF USD
FAP.TO	Aberdeen Asia-Pacific Income Invest Ltd
FAR.TO	Foraco International Sa
FBE.TO	CI First Asset Canadian Buyback Index ETF
FBU.TO	CI First Asset US Buyback Index ETF
FC.TO	Firm Capital Mortgage Inv. Corp
FC.DB.E.TO	Firm Cap Mtg Invest Corp 5.30 Pct Debs
FC.DB.F.TO	Firm Capital Mortgage 5.50 Pct Debs
FC.DB.G.TO	Firm Capital Mortgage Inv 5.20 Pct Debs
FC.DB.H.TO	Firm Capital Mortgage 5.30 Pct Debs
FC.DB.I.TO	Firm Capital Mtg Inv Corp 5.40 Pct Debs
FC.DB.J.TO	Firm Capital Mtg Inv Corp 5.5 Pct Debs
FCCB.TO	Fidelity Systematic CDN Bond Index ETF
FCCD.TO	Fidelity CDN High Div Index ETF
FCCL.TO	Fidelity Canadian Low Vol Index ETF
FCCM.TO	Fidelity Canadian Momentum Index ETF
FCCQ.TO	Fidelity Canadian High Quality Index ETF
FCCV.TO	Fidelity Canadian Value Index ETF
FCGB.TO	Fidelity Global Core Plus Bond ETF
FCGI.TO	Fidelity Global Monthly High Income ETF
FCHH.TO	Fidelity Systematic US HI Yld Bd Cn ETF
FCHY.TO	Fidelity Systematic US High Yld Bond ETF
FCID.TO	Fidelity Intl High Dividend Index ETF
FCIG.TO	Fidelity Global Investment Grade Bnd ETF
FCIL.TO	Fidelity Intl Low Vol Index ETF
FCIM.TO	Fidelity International Momentum Idx ETF
FCIQ.TO	Fidelity Intl High Quality Index ETF
FCIV.TO	Fidelity International Value Index ETF
FCLH.TO	Fidelity US Low Vol Cur Ntrl Index ETF
FCMH.TO	Fidelity US Momentum Cur Neut Index ETF
FCMI.TO	Fidelity CDN Monthly High Income ETF
FCMO.TO	Fidelity US Momentum Index ETF
FCQH.TO	Fidelity US High Qlty Cur Ntrl Index ETF
FCR.UN.TO	First Capital REIT Units
FCRH.TO	Fidelity US Div Rising Rates Cur Neu Idx
FCRR.TO	Fidelity US Div For Rising Rates Idx ETF
FCSB.TO	Fidelity Canadian Short Term Corp Bd ETF
FCU.TO	Fission Uranium Corp
FCUD.TO	Fidelity US High Div Index ETF
FCUH.TO	Fidelity US High Div Cur Neu Idx ETF
FCUL.TO	Fidelity US Low Vol Index ETF
FCUQ.TO	Fidelity US High Quality Index ETF
FCUV.TO	Fidelity US Value Index ETF
FCVH.TO	Fidelity US Value Currency Neut Idx ETF
FDE.TO	First Trust Alphadex Emg Mkt Div ETF CAD
FDV.TO	CI First Asset Active CDN Divd ETF
FEBB.F.TO	First Trust CBOE Vest US Eqty ETF Feb
FEC.TO	Frontera Energy Corp
FF.TO	First Mining Gold Corp
FFH.TO	Fairfax Financial Holdings Ltd
FFH.PR.C.TO	Fairfax Fncl Holdings Ltd Pref Ser C
FFH.PR.D.TO	Fairfax Fncl Holdings Ltd Pref Ser D
FFH.PR.E.TO	Fairfax Financial Hldngs Pref Ser E
FFH.PR.F.TO	Fairfax Financial Holdings Pref Ser F
FFH.PR.G.TO	Fairfax Financial Hldngs Pref Ser G
FFH.PR.H.TO	Fairfax Fncl Holdings Ltd Pref Ser H
FFH.PR.I.TO	Fairfax Financial Holdings Series I Pref
FFH.PR.J.TO	Fairfax Fncl Holdings Ltd Pref Ser J
FFH.PR.K.TO	Fairfax Financial Holdings Pref Ser K
FFH.PR.M.TO	Fairfax Financial Holdings Pref Ser M
FFH.U.TO	Fairfax Financial Holdings Limited USD
FFI.UN.TO	Flaherty & Crumrine Fixed Income Fund
FFN.TO	North American Financial 15 Split Corp
FFN.PR.A.TO	North American Fin 15 Split Corp Pref
FGB.TO	CI First Asset Shrt Term Govt Bond Indx Cl ETF
FGGE.TO	Franklin Global Growth Active ETF
FGO.TO	CI First Asset Enhanced Govt Bond ETF
FGO.U.TO	CI First Asset Enhanced Govt Bond ETF USD
FHB.TO	CI First Asset European Bank ETF
FHC.TO	First Trust US Consmr Staples ETF
FHD.TO	First Trust US Consmr Dscrtn ETF
FHE.TO	First Trust US Energy ETF
FHF.TO	First Trust US Financial ETF
FHG.TO	First Trust US Industrials ETF
FHG.F.TO	First Trust Ad US Industrials ETF
FHH.TO	First Trust US Health Care ETF
FHH.F.TO	First Trust Ad US Health Care ETF
FHI.TO	CI First Asset Hlth Care Giants Cov Call ETF
FHI.B.TO	CI First Asset Hlth Care Giants Cov Call ETF
FHM.TO	First Trust US Materials ETF
FHQ.TO	First Trust US Technology ETF
FHQ.F.TO	First Trust Ad US Technology ETF
FHU.TO	First Trust US Utilities ETF
FIE.TO	Ishares CDN Fin Mthly Income ETF
FIG.TO	CI First Asset Investment Grade Bond ETF
FIG.U.TO	CI First Asset Investment Grade Bond ETF USD
FIH.U.TO	Fairfax India Holdings Corporation USD
FINT.TO	First Trust Intl Capital Strength ETF
FIRE.TO	The Supreme Cannabis Company Inc
FIRE.DB.TO	The Supreme Cannabis CO Inc 6.00 Pct Deb
FLAM.TO	Franklin FTSE US Index ETF
FLBA.TO	Franklin Liberty Core Balanced ETF
FLCD.TO	Franklin FTSE Canada All Cap Index ETF
FLCI.TO	Franklin Liberty CDN Invest Grd Corp ETF
FLCP.TO	Franklin Liberty Core Plus Bond ETF
FLDM.TO	Franklin Libertyqt Intl Eqt Index ETF
FLEM.TO	Franklin Libertyqt Emerging Mkts Idx ETF
FLGA.TO	Franklin Liberty Global Agg Bond ETF
FLGD.TO	Franklin Libertyqt Glb Dividend Idx ETF
FLI.TO	CI First Asset US Cda Lifeco Income ETF
FLJA.TO	Franklin FTSE Japan Index ETF
FLOT.TO	Purpose Floating Rate Income Fund ETF
FLOT.U.TO	Purpose Floating Rate Income Fund USD
FLRM.TO	Franklin Liberty Risk Mngd CDN Eqt ETF
FLSD.TO	Franklin Liberty Short Duration Bond ETF
FLUI.TO	Franklin Liberty US Invest Grd Corp ETF
FLUR.TO	Franklin FTSE Europe Ex UK Index ETF
FLUS.TO	Franklin Libertyqt US Eqt Index ETF
FM.TO	First Quantum Minerals Ltd
FN.TO	First National Financial Corp
FN.PR.A.TO	First National Financial Corp Pref A
FN.PR.B.TO	First National Financial Corp Pref B
FNV.TO	Franco-Nevada Corp
FOOD.TO	Goodfood Market Corp
FOOD.DB.TO	Goodfood Market Corp 5.75 Pct Debs
FORZ.TO	Forza Petroleum Limited
FOUR.TO	Horizons Industry 4.0 Index ETF
FPR.TO	CI First Asset Pref Share ETF
FQC.TO	CI First Asset MSCI Can Quality Index Class ETF
FR.TO	First Majestic Silver Corp Common
FRII.TO	Freshii Inc
FRL.UN.TO	Senior Secured Floating Rate Loan Fund
FRU.TO	Freehold Royalties Ltd
FRU.R.TO	Freehold Royalties Ltd Sub Receipts
FRX.TO	Fennec Pharmaceuticals Inc
FSB.TO	CI First Asset Enhanced Sh Dur Bond ETF
FSB.U.TO	CI First Asset Enhanced Sh Dur Bond ETF USD
FSF.TO	CI First Asset Global Financial Sector ETF
FSL.TO	First Trust Senior Loan ETF
FSL.A.TO	First Trust Senior Loan ETF Adv Cls
FSR.TO	First Trust DW US Sctr Rtn ETF
FST.TO	First Trust CDN Capital Strength ETF
FST.A.TO	First Trust CDN Capital Strength ETF AC
FSV.TO	Firstservice Corp
FSY.TO	Forsys Metals Corp
FSZ.TO	Fiera Capital Corp
FSZ.DB.TO	Fiera Capital Corp 5.0 Pct Debs
FSZ.DB.A.TO	Fiera Capital Corp 5.60 Pct Debs
FT.TO	Fortune Mnrl J
FTB.TO	First Trust Tactical Bond Index ETF
FTG.TO	Firan Technology Group Corp
FTN.TO	Financial 15 Split Corp
FTN.PR.A.TO	Financial 15 Split Corp
FTS.TO	Fortis Inc
FTS.PR.F.TO	Fortis Inc Pref Shares Series F
FTS.PR.G.TO	Fortis Inc First Pref Ser G
FTS.PR.H.TO	Fortis Inc Pref Ser H
FTS.PR.I.TO	Fortis Inc Pref Ser I
FTS.PR.J.TO	Fortis Inc Pref Ser J
FTS.PR.K.TO	Fortis Inc Pref Ser K
FTS.PR.M.TO	Fortis Inc Pref Ser M
FTT.TO	Finning Intl
FTU.TO	US Financial 15 Split Corp
FTU.PR.B.TO	US Finl 15 Split 2012 Pref Sh
FUD.TO	First Trust Alphadex US Div ETF CAD Hdg
FUD.A.TO	First Trust Value Line Div Idx ETF AC
FURY.TO	Fury Gold Mines Limited
FVI.TO	Fortuna Silver Mines Inc
FVI.DB.U.TO	Fortuna Silver Mines Inc 4.65 Pct Debs
FVL.TO	Freegold Ventures Limited
FXC.TO	Fax Capital Corp
FXC.WT.TO	Fax Capital Corp Wts
FXM.TO	CI First Asset Morningstar Cda Value ETF
GATO.TO	Gatos Silver Inc
GAU.TO	Galiano Gold Inc
GBAL.TO	Ishares ESG Balanced ETF
GBT.TO	Bmtc Group Inc
GC.TO	Great Canadian Gaming Corp
GC.DB.TO	Great Canadian Gaming Corp 5.25 Pct Debs
GCG.TO	Guardian Capital
GCG.A.TO	Guardian Capital Group Ltd Cl.A NV
GCL.TO	Colabor Group Inc
GCL.DB.A.TO	Colabor Group Inc 6.0 Pct Debs
GCM.TO	Gran Colombia Gold Corp
GCM.NT.U.TO	Gran Colombia Gold 5.0 Pct Sil Notes
GCM.WT.B.TO	Gran Colombia Gold Corp WT B
GCNS.TO	Ishares ESG Conservative Balanced ETF
GCT.C.TO	Gvic Communications Corp N.V. Class C
GDC.TO	Genesis Land J
GDEP.TO	Guardian Directed Equity Path ETF
GDEP.B.TO	Guardian Directed Equity Path ETF Unhdg
GDG.UN.TO	Global Dividend Growers Income Fund
GDI.TO	Gdi Integrated Facility Services Inc
GDL.TO	Goodfellow Inc
GDPY.TO	Guardian Directed Premium Yield ETF
GDPY.B.TO	Guardian Directed Premium Yield ETF Uh
GDV.TO	Global Dividend Growth Split Corp
GDV.PR.A.TO	Global Dividend Growth Split Corp Pref A
GEC.UN.TO	Global Real Estate & E-Commerce Dividend
GEI.TO	Gibson Energy Inc
GEI.DB.TO	Gibson Energy Inc 5.25 Pct Debs
GENM.TO	Generation Mining Limited
GEO.TO	Geodrill Limited
GEQT.TO	Ishares ESG Equity ETF
GFL.TO	Gfl Environmental Inc
GGA.TO	Goldgroup Mining Inc
GGD.TO	Gogold Resources Inc
GGRO.TO	Ishares ESG Growth ETF
GH.TO	Gamehost Inc
GIB.A.TO	CGI Group Inc Cl.A Sv
GIGR.TO	Guardian I3 Global REIT ETF (Hedged Unit
GIGR.B.TO	Guardian I3 Global REIT ETF (Unhedged Un
GIL.TO	Gildan Activewear Inc
GIQG.TO	Guardian I3 Global Quality Growth ETF
GIQG.B.TO	Guardian I3 Global Quality Growth ETF Uh
GIQU.TO	Guardian I3 US Quality Growth ETF ( Hedg
GIQU.B.TO	Guardian I3 US Quality Growth ETF (Unhed
GLG.TO	Glg Life Tech Corp
GLO.TO	Global Atomic Corp
GLXY.TO	Galaxy Digital Holdings Ltd
GMP.TO	Gmp Capital Inc
GMP.PR.B.TO	Gmp Capital Inc Series B Pref
GMX.TO	Globex Mining Enterprises Inc
GOLD.TO	Goldmining Inc
GOOS.TO	Canada Goose Holdings Inc
GPR.TO	Great Panther Silver Limited
GRC.TO	Gold Springs Resource Corp
GRT.UN.TO	Granite Real Estate Investment Trust
GSC.TO	Golden Star
GSV.TO	Gold Standard Ventures Corp
GSY.TO	Goeasy Ltd
GTE.TO	Gran Tierra Energy Inc
GTMS.TO	Greenbrook Tms Inc
GUD.TO	Knight Therapeutics Inc
GURU.TO	Guru Organic Energy Corp
GVC.TO	Glacier Media Inc
GWO.TO	Great-West Lifeco Inc
GWO.PR.F.TO	Great-West Lifeco Inc
GWO.PR.G.TO	Great-West Lifeco Inc Pr. G
GWO.PR.H.TO	Great-West Lifeco Inc 4.85 % Pr.Ser H
GWO.PR.I.TO	Great-West Lifeco Inc Prf Series I
GWO.PR.L.TO	Great-West Lifeco Inc Pref Ser L
GWO.PR.M.TO	Great West Lifeco Pref Ser M
GWO.PR.N.TO	Great West Lifeco Inc Pref Srs N
GWO.PR.O.TO	Great West Lifeco Pref Ser O
GWO.PR.P.TO	Great West Lifeco Inc 5.4 Pct Pref Sh
GWO.PR.Q.TO	Great West Lifeco Pref Ser Q
GWO.PR.R.TO	Great West Lifeco Inc Ser R
GWO.PR.S.TO	Great West Lifeco Pref Ser S
GWO.PR.T.TO	Great West Lifeco Pref Ser T
GWR.TO	Global Water Resources Inc
GXE.TO	Gear Energy Ltd
H.TO	Hydro One Limited
HAB.TO	Horizons Active Corporate Bond ETF
HAC.TO	Horizons Seasonal Rotation ETF
HAD.TO	Horizons Active CDN Bond ETF
HAF.TO	Horizons Active Global Fixed Income ETF
HAI.TO	Haivision Systems Inc
HAJ.TO	Horizons Active Emerging Mkts Div ETF
HAL.TO	Horizons Active CDN Dividend ETF
HARB.TO	Horizons Tactical Absolute Rtrn Bnd ETF
HARC.TO	Horizons Abs Return Global Currency ETF
HAU.TO	Horizons Active US Dividend ETF
HAZ.TO	Horizons Active Global Dividend ETF
HBA.TO	Hamilton Australian Banks Equal-Weight ETF
HBAL.TO	Horizons Balanced Tri ETF
HBB.TO	Horizons CDN Select Universe Bond ETF
HBD.TO	Betapro Gold Bullion 2X Daily Bear ETF
HBF.TO	Harvest Brand Leaders Plus Income ETF
HBF.B.TO	Harvest Brand Leaders Plus Inc ETF Unh
HBF.U.TO	Harvest Brand Leaders Plus Income ETF USD
HBGD.TO	Horizons Big Data Hardware Idx ETF
HBGD.U.TO	Horizons Big Data Hardware Idx ETF USD
HBL.UN.TO	Brand Leaders Income Fund
HBLK.TO	Blockchain Technologies ETF
HBM.TO	Hudbay Minerals Inc
HBP.TO	Helix Biopharm
HBU.TO	Betapro Gold Bullion 2X Daily Bull ETF
HCA.TO	Hamilton Canadian Bank Mean Reversion ETF
HCAL.TO	Hamilton Canadian Bank 1.25X Lvrg ETF
HCG.TO	Home Capital Group Inc
HCN.TO	Horizons China High Dividend Yield ETF
HCON.TO	Horizons Conservative Tri ETF
HCRE.TO	Horizons Eql Wght Can REIT Index ETF
HDGE.TO	Accelerate Absolute Return Hdg Fund ETF
HDI.TO	Hardwoods Distribution Inc
HE.TO	Hanwei Energy Services Corp
HEA.TO	Horizons Enhd Income US Equity ETF
HEA.U.TO	Horizons Enhd Income US Equity USD ETF
HED.TO	Betapro S&P TSX Cap Engy 2X Dly Bear ETF
HEE.TO	Horizons Enhanced Income Energy ETF
HEF.TO	Horizons Enhanced Income Fin ETF
HEJ.TO	Horizons Enhd Inc Intl Equity ETF
HEMB.TO	Horizons Active Emerging Mkts Bond ETF
HEP.TO	Horizons Enhanced Income Gold Prod ETF
HERO.TO	Evolve E Gaming Index ETF
HEU.TO	Betapro S&P TSX Cap Engy 2X Dly Bull ETF
HEWB.TO	Horizons Eql Wght Can Banks Index ETF
HEX.TO	Horizons Enhanced Income Equity ETF
HEXO.TO	Hexo Corp
HFD.TO	Betapro S&P TSX Cap Fncl 2X Dly Bear ETF
HFG.TO	Hamilton Global Financials ETF
HFP.TO	Horizons Active Flt Rate Pref ETF
HFPC.U.TO	Helios Fairfax Partners Corporation
HFR.TO	Horizons Active Floating Rate Bond ETF
HFT.TO	Hamilton Financials Innovation ETF
HFU.TO	Betapro S&P TSX Cap Fncl 2X Dly Bull ETF
HGD.TO	Betapro CDN Gold Miners 2X Dly Bear ETF
HGGG.TO	Harvest Global Gold Giants Index ETF
HGI.UN.TO	Global Telecom and Utilities IN Fd
HGM.TO	Horizons Managed Global Oppt ETF
HGR.TO	Harvest Global REIT Leaders Income ETF
HGRO.TO	Horizons Growth Tri ETF
HGU.TO	Betapro CDN Gold Miners 2X Dly Bull ETF
HGY.TO	Horizons Gold Yield ETF
HHF.TO	Horizons Morningstar Hdg Fd ETF
HHL.TO	Harvest Healthcare Leaders Income ETF
HHL.B.TO	Harvest Healthcare Leaders Inc ETF Unh
HHL.U.TO	Harvest Healthcare Leaders Income ETF USD
HIG.TO	Brompton Global Healthcare Inc & Gth ETF
HII.TO	Horizons CDN Insider Index ETF
HIU.TO	Betapro Sp500 Daily Inverse ETF
HIX.TO	Betapro S&P TSX 60 Daily Inverse ETF
HLF.TO	High Liner
HLPR.TO	Horizons Laddered CDN Pref Index ETF
HLS.TO	Hls Therapeutics Inc
HMJI.TO	Betapro Marijuana Cos Inverse ETF
HMJU.TO	Betapro Marijuana Cos 2X Daily Bull ETF
HMM.A.TO	Hammond Manufacturing Co. Ltd Cl A. Sv
HMMJ.TO	Horizons Marijuana Life Sciences ETF
HMMJ.U.TO	Horizons Marijuana Life Sciences Idx USD
HMP.TO	Horizons Active CDN Municipal Bond ETF
HND.TO	Betapro Nat Gas 2X Daily Bear ETF
HNU.TO	Betapro Nat Gas 2X Daily Bull ETF
HNY.TO	Horizons Natural Gas Yield ETF
HOD.TO	Betapro Crude Oil 2X Daily Bear ETF
HOG.TO	Horizons CDN Midstream Oil Gas ETF
HOM.DB.U.TO	Bsr REIT 5.0 Pct Debs USD
HOM.U.TO	Bsr Real Estate Investment Trust
HOM.UN.TO	Bsr Real Estate Investment Trust
HOT.DB.U.TO	American Hotel Inc Prop REIT 5 Pct Debs
HOT.U.TO	American Hotel Income Properties REIT US
HOT.UN.TO	American Hotel Income Properties REIT LP
HOU.TO	Betapro Crude Oil 2X Daily Bull ETF
HPF.TO	Harvest Energy Leaders Plus Income ETF
HPF.U.TO	Harvest Energy Leaders Plus Income ETF USD
HPR.TO	Horizons Active Pref Share ETF
HPS.A.TO	Hammond Power Solutions Inc Cl A. Sv
HQD.TO	Betapro Nasdaq 100 2X Daily Bear ETF
HQD.U.TO	Betapro Nasdaq 100 2X Daily Bear ETF USD
HQU.TO	Betapro Nasdaq 100 2X Daily Bull ETF
HR.UN.TO	H&R Real Estate Inv Trust
HRAA.TO	Horizons Resolve Adptv Asset Alloc ETF
HRR.UN.TO	Australian REIT Income Fund
HRT.TO	Harte Gold Corp
HRX.TO	Heroux-Devtek
HSAV.TO	Horizons Cash Maximizer ETF
HSD.TO	Betapro Sp500 2X Daily Bear ETF
HSE.TO	Husky Energy Inc
HSE.PR.A.TO	Husky Energy Inc Pref Ser 1
HSE.PR.B.TO	Husky Energy Inc Pref Ser 2
HSE.PR.C.TO	Husky Energy Inc Pref Ser 3
HSE.PR.E.TO	Husky Energy Inc Pref Ser 5
HSE.PR.G.TO	Husky Energy Inc Pref Ser 7
HSH.TO	Horizons Sp500 CAD Hedged Index ETF
HSL.TO	Horizons Active Float Rate Sen Loan ETF
HSM.TO	Helius Medical Technologies Inc
HSU.TO	Betapro Sp500 2X Daily Bull ETF
HSUV.U.TO	Horizons USD Cash Maximizer ETF USD
HTA.TO	Harvest Tech Achievers Growth & Income ETF
HTA.B.TO	Harvest Tech Achievers Grwth Inc ETF Unh
HTA.U.TO	Harvest Tech Achievers Growth & Income ETF USD
HTB.TO	Horizons US 7 To 10 Yr Treasury Bond ETF
HTB.U.TO	Horizons US 7 To 10 Yr Treas Bd ETF USD
HTH.TO	Horizons US 7 10 Yr Treas Bd CAD Heg ETF
HUBL.TO	Harvest US Bank Leaders Income ETF
HUBL.U.TO	Harvest US Bank Leaders Income ETF USD
HUC.TO	Horizons Crude Oil ETF
HUF.TO	Horizons Active US Float Rate Bd ETF CAD
